[FSVAE]: epoch: 80, g_loss: 92.9301, acc: 95.9314%, nmi: 0.9027, t_acc: 95.8750%, t_nmi: 0.9016
[FSVAE]: epoch: 81, g_loss: 92.7817, acc: 95.9429%, nmi: 0.9039, t_acc: 95.9067%, t_nmi: 0.9034
[FSVAE]: epoch: 82, g_loss: 92.7945, acc: 95.8557%, nmi: 0.9016, t_acc: 95.8150%, t_nmi: 0.9009
[FSVAE]: epoch: 83, g_loss: 92.6732, acc: 96.0743%, nmi: 0.9062, t_acc: 96.0317%, t_nmi: 0.9054
[FSVAE]: epoch: 84, g_loss: 92.7826, acc: 96.0443%, nmi: 0.9057, t_acc: 95.9833%, t_nmi: 0.9046
[FSVAE]: epoch: 85, g_loss: 92.6065, acc: 95.9429%, nmi: 0.9033, t_acc: 95.8950%, t_nmi: 0.9025
[FSVAE]: epoch: 86, g_loss: 92.5944, acc: 96.1786%, nmi: 0.9083, t_acc: 96.1517%, t_nmi: 0.9079
[FSVAE]: epoch: 87, g_loss: 92.5487, acc: 96.1443%, nmi: 0.9071, t_acc: 96.1100%, t_nmi: 0.9065
[FSVAE]: epoch: 88, g_loss: 92.5133, acc: 96.0471%, nmi: 0.9052, t_acc: 96.0233%, t_nmi: 0.9049
[FSVAE]: epoch: 89, g_loss: 92.5144, acc: 96.0000%, nmi: 0.9048, t_acc: 95.9567%, t_nmi: 0.9040
[FSVAE]: epoch: 90, g_loss: 92.2823, acc: 96.0957%, nmi: 0.9062, t_acc: 96.0533%, t_nmi: 0.9054
[FSVAE]: epoch: 91, g_loss: 92.1801, acc: 95.8743%, nmi: 0.9013, t_acc: 95.8400%, t_nmi: 0.9007
[FSVAE]: epoch: 92, g_loss: 92.2128, acc: 96.0400%, nmi: 0.9051, t_acc: 96.0067%, t_nmi: 0.9046
[FSVAE]: epoch: 93, g_loss: 92.0759, acc: 96.0857%, nmi: 0.9064, t_acc: 96.0233%, t_nmi: 0.9053
[FSVAE]: epoch: 94, g_loss: 92.1296, acc: 96.0500%, nmi: 0.9054, t_acc: 96.0350%, t_nmi: 0.9052
[FSVAE]: epoch: 95, g_loss: 92.0956, acc: 96.0457%, nmi: 0.9056, t_acc: 96.0167%, t_nmi: 0.9051
[FSVAE]: epoch: 96, g_loss: 92.0733, acc: 96.0514%, nmi: 0.9049, t_acc: 96.0017%, t_nmi: 0.9040
[FSVAE]: epoch: 97, g_loss: 91.9803, acc: 96.0286%, nmi: 0.9062, t_acc: 95.9967%, t_nmi: 0.9056
[FSVAE]: epoch: 98, g_loss: 91.8924, acc: 95.9357%, nmi: 0.9040, t_acc: 95.9017%, t_nmi: 0.9035
[FSVAE]: epoch: 99, g_loss: 91.8541, acc: 95.9971%, nmi: 0.9050, t_acc: 95.9433%, t_nmi: 0.9041
[FSVAE]: epoch: 100, g_loss: 91.7060, acc: 96.0071%, nmi: 0.9055, t_acc: 95.9700%, t_nmi: 0.9049
[FSVAE]: epoch: 101, g_loss: 91.7237, acc: 96.1171%, nmi: 0.9064, t_acc: 96.0717%, t_nmi: 0.9056
[FSVAE]: epoch: 102, g_loss: 91.6432, acc: 96.1414%, nmi: 0.9078, t_acc: 96.1117%, t_nmi: 0.9072
[FSVAE]: epoch: 103, g_loss: 91.6201, acc: 96.0257%, nmi: 0.9053, t_acc: 96.0000%, t_nmi: 0.9048
[FSVAE]: epoch: 104, g_loss: 91.5898, acc: 96.0571%, nmi: 0.9057, t_acc: 96.0167%, t_nmi: 0.9049
[FSVAE]: epoch: 105, g_loss: 91.5211, acc: 96.1443%, nmi: 0.9075, t_acc: 96.1217%, t_nmi: 0.9072
[FSVAE]: epoch: 106, g_loss: 91.5500, acc: 96.0686%, nmi: 0.9062, t_acc: 96.0167%, t_nmi: 0.9053
[FSVAE]: epoch: 107, g_loss: 91.4306, acc: 96.1400%, nmi: 0.9074, t_acc: 96.1017%, t_nmi: 0.9067
[FSVAE]: epoch: 108, g_loss: 91.4039, acc: 96.0643%, nmi: 0.9063, t_acc: 96.0400%, t_nmi: 0.9058
[FSVAE]: epoch: 109, g_loss: 91.4035, acc: 96.1500%, nmi: 0.9081, t_acc: 96.0883%, t_nmi: 0.9069
[FSVAE]: epoch: 110, g_loss: 91.2654, acc: 96.0614%, nmi: 0.9055, t_acc: 96.0300%, t_nmi: 0.9050
[FSVAE]: epoch: 111, g_loss: 91.1554, acc: 96.1029%, nmi: 0.9062, t_acc: 96.0533%, t_nmi: 0.9053
[FSVAE]: epoch: 112, g_loss: 91.2701, acc: 96.0671%, nmi: 0.9058, t_acc: 96.0283%, t_nmi: 0.9052
[FSVAE]: epoch: 113, g_loss: 91.2362, acc: 96.1543%, nmi: 0.9077, t_acc: 96.0933%, t_nmi: 0.9066
[FSVAE]: epoch: 114, g_loss: 91.0642, acc: 96.0871%, nmi: 0.9074, t_acc: 96.0400%, t_nmi: 0.9066
[FSVAE]: epoch: 115, g_loss: 91.1272, acc: 96.0957%, nmi: 0.9065, t_acc: 96.0533%, t_nmi: 0.9057
[FSVAE]: epoch: 116, g_loss: 90.9579, acc: 96.1529%, nmi: 0.9077, t_acc: 96.1267%, t_nmi: 0.9073
[FSVAE]: epoch: 117, g_loss: 91.0025, acc: 95.9257%, nmi: 0.9037, t_acc: 95.8833%, t_nmi: 0.9030
[FSVAE]: epoch: 118, g_loss: 90.9680, acc: 96.1014%, nmi: 0.9070, t_acc: 96.0617%, t_nmi: 0.9062
[FSVAE]: epoch: 119, g_loss: 90.8608, acc: 96.1286%, nmi: 0.9077, t_acc: 96.1050%, t_nmi: 0.9071
[FSVAE]: epoch: 120, g_loss: 90.8143, acc: 96.2529%, nmi: 0.9097, t_acc: 96.2183%, t_nmi: 0.9091
[FSVAE]: epoch: 121, g_loss: 90.7963, acc: 96.0471%, nmi: 0.9061, t_acc: 95.9950%, t_nmi: 0.9051
[FSVAE]: epoch: 122, g_loss: 90.7255, acc: 96.1114%, nmi: 0.9072, t_acc: 96.0567%, t_nmi: 0.9063
[FSVAE]: epoch: 123, g_loss: 90.5919, acc: 96.1800%, nmi: 0.9083, t_acc: 96.1450%, t_nmi: 0.9077
[FSVAE]: epoch: 124, g_loss: 90.6173, acc: 96.0029%, nmi: 0.9060, t_acc: 95.9650%, t_nmi: 0.9054
[FSVAE]: epoch: 125, g_loss: 90.5641, acc: 96.1529%, nmi: 0.9082, t_acc: 96.1300%, t_nmi: 0.9078
[FSVAE]: epoch: 126, g_loss: 90.5698, acc: 96.1743%, nmi: 0.9078, t_acc: 96.1517%, t_nmi: 0.9073
[FSVAE]: epoch: 127, g_loss: 90.5190, acc: 96.0986%, nmi: 0.9073, t_acc: 96.0717%, t_nmi: 0.9069
[FSVAE]: epoch: 128, g_loss: 90.5261, acc: 96.0229%, nmi: 0.9059, t_acc: 96.0017%, t_nmi: 0.9056
[FSVAE]: epoch: 129, g_loss: 90.4677, acc: 96.1900%, nmi: 0.9088, t_acc: 96.1650%, t_nmi: 0.9082
[FSVAE]: epoch: 130, g_loss: 90.4035, acc: 96.1557%, nmi: 0.9081, t_acc: 96.0967%, t_nmi: 0.9069
[FSVAE]: epoch: 131, g_loss: 90.3417, acc: 96.1200%, nmi: 0.9077, t_acc: 96.0850%, t_nmi: 0.9072
